full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
,1,,2001,2011,10,241,40250,33750,18000,54000,50250,38250,0.227,0.25,0.34,1690,29000,39250,25750,1165,12640,7080,11705,7020,36755,22990
,1,,2001,2012,11,241,41500,34750,19000,55750,51500,39000,0.234,0.254,0.34,1690,29750,40250,26250,1165,12915,7110,11945,7015,37820,22800
,1,,2001,2013,12,241,42500,36000,19500,56500,53000,39500,0.239,0.258,0.34,1690,30250,40500,27000,1165,13235,7195,12255,7065,38790,23740
,1,,2001,2014,13,241,44250,37000,20000,58500,51500,38500,0.256,0.278,0.352,1690,30500,41250,27250,1165,13405,7095,12375,7000,40020,22560
,1,,2002,2002,0,261,24750,21000,11250,32750,33500,24500,0.126,0.29,0.436,1540,20000,26500,18500,1025,11385,7550,10635,7490,35865,24615
,1,,2002,2003,1,261,28000,24500,13500,37250,36000,27750,0.136,0.26,0.392,1540,23000,29500,20500,1025,11040,7150,10340,7090,32790,22150
,1,,2002,2004,2,261,30000,26500,14750,39500,38750,29750,0.147,0.245,0.37,1540,24250,31250,21750,1025,10855,6720,10130,6665,33385,23410
,1,,2002,2005,3,261,31750,27750,15500,41750,40750,31500,0.146,0.239,0.355,1540,25750,33250,23000,1025,10710,6495,9955,6425,32985,22665
,1,,2002,2006,4,261,34000,29750,16750,45000,43250,33750,0.153,0.233,0.337,1540,27250,35250,24750,1025,10865,6580,10060,6510,33165,21810
,1,,2002,2007,5,261,35250,30750,17500,46250,45250,35000,0.164,0.228,0.332,1540,28000,36500,25250,1025,10930,6580,10100,6515,32490,21160
,1,,2002,2008,6,261,37250,32500,18250,48750,46750,36500,0.178,0.229,0.326,1540,29000,38250,26000,1025,11225,6740,10345,6660,32765,22500
,1,,2002,2009,7,261,37000,32250,17250,48750,45750,35250,0.209,0.244,0.35,1540,27750,36750,24500,1025,11240,6595,10330,6515,32415,21440
,1,,2002,2010,8,261,38000,32500,17500,49500,47000,36000,0.219,0.244,0.346,1540,27750,37250,24750,1025,11360,6610,10400,6525,32765,21535
,1,,2002,2011,9,261,38500,32750,17500,50750,47500,36500,0.225,0.255,0.354,1540,28000,37750,25000,1025,11695,6755,10680,6625,32890,22120
,1,,2002,2012,10,261,40000,33750,18250,52500,48750,37250,0.23,0.259,0.351,1540,28750,38750,26000,1025,12130,6915,11050,6835,33520,23165
,1,,2002,2013,11,261,40750,34250,19000,53500,49750,37500,0.234,0.256,0.347,1540,29000,38750,26750,1025,12465,7015,11295,6880,34295,23190
,1,,2002,2014,12,261,42000,35500,19250,55000,48750,36750,0.247,0.282,0.363,1540,29500,39250,27250,1025,12780,7070,11510,6895,35290,23670
,1,,2003,2003,0,296,24000,20250,11000,32000,32000,23250,0.139,0.304,0.466,1415,19750,26250,18750,935,11450,7550,10740,7505,35310,22705
,1,,2003,2004,1,296,27500,24000,13000,36500,35250,26500,0.141,0.271,0.409,1415,23000,29500,21250,935,11090,6990,10390,6955,34530,21695
,1,,2003,2005,2,296,29500,25750,14500,39000,37500,28750,0.142,0.256,0.377,1415,24500,31750,22500,935,10885,6610,10160,6555,34130,20075
,1,,2003,2006,3,296,32250,28000,16000,42000,40000,30750,0.15,0.247,0.358,1415,26250,34250,24500,935,10905,6600,10160,6530,33640,19170
,1,,2003,2007,4,296,33250,29000,16250,43750,41750,32250,0.153,0.24,0.353,1415,27000,35500,25250,935,10910,6545,10140,6495,33305,18860
,1,,2003,2008,5,296,35250,30500,16750,46250,43750,34000,0.166,0.237,0.344,1415,28250,37500,26000,935,11250,6765,10425,6690,33550,17870
,1,,2003,2009,6,296,35250,30750,16750,46500,42750,33250,0.206,0.257,0.362,1415,27250,35500,24500,935,11195,6665,10375,6570,31975,16625
,1,,2003,2010,7,296,36000,31000,16500,47500,43750,33500,0.219,0.258,0.363,1415,27250,36000,24500,935,11290,6650,10435,6570,31625,16200
,1,,2003,2011,8,296,36500,31000,16750,48000,44750,33750,0.221,0.261,0.369,1415,27250,36750,25000,935,11365,6620,10485,6540,31090,15805
,1,,2003,2012,9,296,38000,31750,17750,49750,46000,34250,0.228,0.267,0.369,1415,28250,38000,25750,935,11615,6665,10710,6605,31145,15925
,1,,2003,2013,10,296,38750,32250,17500,50750,47250,35000,0.229,0.269,0.368,1415,28750,38750,26250,935,12170,6930,11190,6840,32175,16240
,1,,2003,2014,11,296,40250,33500,18250,52500,46750,34500,0.243,0.287,0.374,1415,29000,39750,26750,935,12385,6940,11365,6840,32295,16880
,1,,2004,2004,0,346,24250,20000,10500,32000,32250,23000,0.138,0.32,0.471,1350,19000,27500,19250,880,11235,7355,10590,7335,32060,24700
,1,,2004,2005,1,346,27500,23750,13250,36000,34750,26500,0.132,0.278,0.415,1350,22250,31250,21750,880,10915,6855,10280,6820,30750,23685
,1,,2004,2006,2,346,30000,26000,14500,39250,37250,28500,0.136,0.261,0.386,1350,24250,33500,23500,880,10885,6680,10240,6640,30435,22775
,1,,2004,2007,3,346,31500,27250,15250,41000,39000,29750,0.143,0.252,0.377,1350,25250,35000,24500,880,10780,6585,10130,6530,29480,21740
,1,,2004,2008,4,346,33500,29000,16000,43750,41250,31750,0.156,0.252,0.366,1350,26500,37000,25500,880,11040,6690,10350,6620,29960,22035
,1,,2004,2009,5,346,33000,28500,15000,43750,40250,31000,0.189,0.272,0.39,1350,25250,35500,24000,880,11100,6685,10375,6605,29795,21280
,1,,2004,2010,6,346,33750,29000,15500,44500,41500,31750,0.209,0.269,0.383,1350,25250,35750,23500,880,11175,6670,10415,6565,29345,20895
,1,,2004,2011,7,346,34750,29500,16000,45500,42250,32000,0.216,0.272,0.385,1350,25750,36500,24000,880,11205,6645,10420,6565,29065,19865
,1,,2004,2012,8,346,36000,30250,16500,47000,43750,32500,0.219,0.275,0.384,1350,26250,37750,25000,880,11305,6615,10485,6505,29295,19850
,1,,2004,2013,9,346,36750,31000,16500,48250,44750,33250,0.221,0.276,0.38,1350,27000,38250,25250,880,11590,6660,10720,6560,29775,20165
,1,,2004,2014,10,346,38000,32000,17250,50250,44750,33250,0.234,0.291,0.386,1350,27500,39000,25750,880,12055,6760,11095,6645,30910,19475
,1,,2005,2005,0,421,24500,20250,11000,32000,31750,23000,0.131,0.315,0.474,1370,20000,28250,19250,885,11425,7425,10740,7380,32840,27325
,1,,2005,2006,1,421,28250,24250,13250,37000,35500,26750,0.125,0.273,0.411,1370,23500,32750,21750,885,11390,7165,10710,7120,32250,26345
,1,,2005,2007,2,421,30000,25750,14250,39250,37500,28250,0.138,0.264,0.393,1370,24750,34250,22750,885,11290,7070,10605,7015,31575,24955
,1,,2005,2008,3,421,32000,27500,15500,42250,39750,30250,0.154,0.251,0.37,1370,26000,36250,23500,885,11490,7120,10780,7060,31680,24280
,1,,2005,2009,4,421,32000,27500,14750,42250,38750,29250,0.194,0.277,0.399,1370,24750,34750,22250,885,11490,7000,10760,6935,31245,23160
,1,,2005,2010,5,421,33000,28000,15000,43250,40000,30250,0.207,0.268,0.391,1370,25000,35250,22500,885,11595,6960,10835,6905,31135,22775
,1,,2005,2011,6,421,34000,28500,15500,44250,40750,30750,0.215,0.271,0.394,1370,25500,36000,22750,885,11580,6865,10805,6795,30595,22170
,1,,2005,2012,7,421,35250,29500,16250,45750,42500,31750,0.219,0.276,0.384,1370,26250,37250,23750,885,11645,6805,10840,6725,30835,22270
,1,,2005,2013,8,421,36500,30250,16500,47250,43500,32500,0.224,0.279,0.385,1370,26750,38500,24750,885,11775,6785,10945,6690,31125,22490
,1,,2005,2014,9,421,37500,31250,17000,48750,43500,32500,0.231,0.291,0.39,1370,27250,39000,25250,885,11965,6775,11095,6670,31455,22310
,1,,2006,2006,0,468,25250,21000,11250,33000,33250,23500,0.122,0.306,0.46,1580,20500,29750,20500,1005,12200,7695,11405,7665,33705,28460
,1,,2006,2007,1,468,28250,24000,13500,37000,36250,26500,0.124,0.271,0.413,1580,23250,33250,22250,1005,12035,7585,11250,7540,32995,27485
,1,,2006,2008,2,468,30500,26000,14500,39750,38500,28500,0.139,0.257,0.39,1580,24750,35500,23500,1005,12300,7740,11475,7680,33620,27820
,1,,2006,2009,3,468,30750,26250,14000,40500,37750,28500,0.182,0.278,0.41,1580,23500,34250,22000,1005,12205,7535,11380,7465,32685,26650
,1,,2006,2010,4,468,31750,26750,14500,41500,38750,29000,0.2,0.272,0.404,1580,23750,34750,22250,1005,12315,7450,11450,7370,32550,25860
,1,,2006,2011,5,468,32750,27250,15250,42500,39500,29250,0.209,0.279,0.403,1580,24000,35250,23000,1005,12335,7360,11445,7285,32270,25395
,1,,2006,2012,6,468,33750,28250,15500,44250,41000,30250,0.215,0.282,0.399,1580,24750,36500,23500,1005,12440,7330,11520,7240,32375,25085
,1,,2006,2013,7,468,35000,29000,15750,45500,42250,31250,0.214,0.284,0.399,1580,25250,37500,24500,1005,12610,7310,11645,7205,32520,24235
,1,,2006,2014,8,468,36500,30500,16250,47500,42500,31750,0.226,0.295,0.397,1580,26000,38750,25250,1005,12855,7310,11860,7235,32585,23525
,1,,2007,2007,0,471,24750,20250,11000,32250,32000,22750,0.128,0.32,0.481,1695,20000,29500,19000,1075,12145,7600,11365,7585,33075,28435
,1,,2007,2008,1,471,28000,23500,13000,37000,35000,25750,0.143,0.285,0.431,1695,23000,33250,20750,1075,12380,7835,11585,7785,33165,28025
,1,,2007,2009,2,471,28500,24000,12750,37500,34500,25750,0.183,0.303,0.446,1695,22250,32250,19750,1075,12310,7730,11510,7665,32870,28060
,1,,2007,2010,3,471,29500,24750,13250,38750,35750,26500,0.199,0.293,0.437,1695,22500,32500,20250,1075,12415,7605,11585,7555,32885,28340
,1,,2007,2011,4,471,30500,25500,13750,40000,36500,27000,0.205,0.297,0.434,1695,23000,33250,20500,1075,12525,7535,11655,7475,32775,27680
,1,,2007,2012,5,471,31750,26750,14500,41250,38000,28000,0.208,0.295,0.425,1695,24250,34250,21750,1075,12770,7575,11860,7495,33420,28365
,1,,2007,2013,6,471,33000,27500,14750,43250,39500,29000,0.21,0.298,0.419,1695,25000,35500,22250,1075,13015,7515,12065,7465,34020,28250
,1,,2007,2014,7,471,34250,28750,15750,45000,40000,29500,0.218,0.306,0.415,1695,25750,36750,23250,1075,13385,7550,12365,7490,35115,29465
,1,,2008,2008,0,511,25000,20000,10750,32750,32000,22500,0.144,0.328,0.488,1765,19500,29750,19000,1100,12575,7780,11680,7760,35985,29295
,1,,2008,2009,1,511,26250,21750,11250,34250,32250,23250,0.183,0.33,0.483,1765,20250,30000,18250,1100,12590,7940,11695,7915,35930,28415
,1,,2008,2010,2,511,27250,22750,12250,35750,33500,24500,0.198,0.319,0.469,1765,20750,31000,18500,1100,12730,8070,11810,8045,36325,28045
,1,,2008,2011,3,511,28250,23500,12750,37000,34500,25000,0.202,0.317,0.462,1765,21500,31500,19250,1100,12805,8075,11865,8020,36180,28125
,1,,2008,2012,4,511,30000,25000,13750,38750,36000,26000,0.21,0.314,0.451,1765,22500,32750,20250,1100,13055,8150,12075,8090,37165,28140
,1,,2008,2013,5,511,31000,25750,13750,40750,37250,27000,0.209,0.314,0.442,1765,23500,33500,21250,1100,13365,8230,12330,8160,37700,28320
,1,,2008,2014,6,511,32500,27250,14750,42500,37750,27750,0.216,0.316,0.436,1765,24500,34750,22000,1100,13795,8365,12705,8295,38580,28860
,1,,2009,2009,0,618,23000,17750,9250,30250,29500,20000,0.208,0.385,0.55,1830,17000,26000,15500,1205,13340,8570,12285,8550,39480,33325
,1,,2009,2010,1,618,25000,20250,10750,32750,29750,22000,0.204,0.35,0.51,1830,19250,28250,16250,1205,13535,8805,12465,8780,39785,34160
,1,,2009,2011,2,618,26250,21250,11500,34250,31750,22750,0.205,0.346,0.497,1830,20250,29250,17000,1205,13565,8830,12495,8780,39405,32855
,1,,2009,2012,3,618,27750,22750,12250,36250,33250,23750,0.209,0.342,0.486,1830,21500,30500,18000,1205,13680,8865,12605,8795,39740,32585
,1,,2009,2013,4,618,29250,24000,13000,38000,34500,24750,0.214,0.333,0.47,1830,22250,31750,19000,1205,13810,8810,12705,8750,39995,31070
,1,,2009,2014,5,618,30500,25250,13500,39750,35000,25500,0.218,0.34,0.466,1830,23250,32750,19500,1205,14125,8820,12975,8765,40865,30850
,1,,2010,2010,0,738,21500,16250,8750,28000,27750,18500,0.224,0.411,0.581,1985,15750,25250,13500,1410,14510,10165,13485,10115,43010,34850
,1,,2010,2011,1,738,23750,18750,10250,31000,29000,20000,0.215,0.386,0.548,1985,18250,27500,15000,1410,14570,10060,13560,9995,42260,34745
,1,,2010,2012,2,738,25500,20750,11250,33250,30500,21250,0.217,0.374,0.526,1985,19750,29250,15750,1410,14800,10120,13785,10040,42115,34295
,1,,2010,2013,3,738,26750,22000,11750,35250,31500,22500,0.22,0.366,0.511,1985,20750,30500,16750,1410,14990,10125,13960,10035,43175,34220
,1,,2010,2014,4,738,28250,23250,12750,37000,32500,23000,0.225,0.364,0.499,1985,21750,31750,17500,1410,15245,10125,14180,10050,43885,33745
,1,,2011,2011,0,928,21000,16250,8750,27500,27000,18250,0.214,0.419,0.591,2220,15500,23250,13750,1450,16250,10485,15140,10465,43000,35160
,1,,2011,2012,1,928,23750,19250,10500,31250,29000,20250,0.206,0.383,0.549,2220,18500,26000,15250,1450,16630,10880,15480,10860,44355,34785
,1,,2011,2013,2,928,25500,21000,11500,33000,30250,21500,0.206,0.37,0.525,2220,19750,27250,16000,1450,16945,11210,15765,11180,45405,35965
,1,,2011,2014,3,928,27000,22250,12250,35000,31000,22500,0.213,0.368,0.51,2220,20750,28500,17000,1450,17290,11440,16080,11390,46075,35960
,1,,2012,2012,0,970,21250,16500,9250,28000,27000,18250,0.204,0.419,0.59,2520,16000,22250,14250,1540,18600,11465,17220,11325,46130,37670
,1,,2012,2013,1,970,24000,19500,10750,31250,29250,20500,0.196,0.381,0.544,2520,18500,24750,15750,1540,19005,11645,17615,11555,46355,38240
,1,,2012,2014,2,970,25750,21250,11750,33500,30250,21500,0.2,0.369,0.521,2520,20000,26250,16750,1540,19440,11745,18020,11680,47030,38480
,1,,2013,2013,0,951,22000,17000,9500,28500,27500,18750,0.189,0.407,0.58,2800,16750,23750,14750,1675,20825,12705,19305,12585,46360,38010
,1,,2013,2014,1,951,24500,20250,11000,32250,29250,20750,0.184,0.375,0.531,2800,19500,26250,16500,1675,21430,12915,19870,12800,47630,38320
,1,,2014,2014,0,938,22750,17750,9750,29750,27500,18750,0.181,0.41,0.575,3095,18000,25750,14750,1875,23205,14270,21175,14110,47245,37825
,2,,1999,1999,0,149,26500,23500,14250,35750,35750,27750,0.098,0.24,0.379,1940,26750,32500,21000,1080,12965,7190,11230,7030,41195,25315
,2,,1999,2000,1,149,31000,28000,16750,41000,41500,33250,0.098,0.204,0.318,1940,30750,38000,24750,1080,13035,6965,11245,6820,41110,24560
,2,,1999,2001,2,149,34750,31000,18500,45500,46000,37750,0.113,0.187,0.28,1940,33750,42000,27250,1080,13375,6950,11485,6730,41900,23450
,2,,1999,2002,3,149,35500,32000,18750,47000,47250,38750,0.126,0.201,0.284,1940,34250,41750,27250,1080,13545,6795,11550,6595,42490,23725
,2,,1999,2003,4,149,37000,32750,19500,49500,49500,40250,0.145,0.193,0.287,1940,35250,42250,27750,1080,14030,6680,11850,6470,43495,24190
,2,,1999,2004,5,149,38750,34250,20250,51250,52000,42500,0.159,0.199,0.288,1940,36000,43750,28750,1080,14365,6560,12035,6395,43810,24235
,2,,1999,2005,6,149,39750,35000,20500,52000,54000,44000,0.162,0.203,0.283,1940,36750,45750,29500,1080,14625,6490,12180,6240,43780,23500
,2,,1999,2006,7,149,42000,36500,21250,54750,56250,45750,0.168,0.2,0.28,1940,38500,48250,30500,1080,15130,6605,12535,6385,44810,24205
,2,,1999,2007,8,149,42500,37250,21750,56000,57250,46000,0.173,0.203,0.277,1940,38750,49000,30750,1080,15675,6950,12940,6730,44855,23875
,2,,1999,2008,9,149,45250,39250,23000,59250,60000,47750,0.187,0.198,0.268,1940,40250,51500,32000,1080,17265,8030,14155,7790,47720,27890
,2,,1999,2009,10,149,45250,39000,21750,58750,58500,46750,0.211,0.218,0.288,1940,39000,49750,31250,1080,18535,8805,15195,8465,49805,30410
,2,,1999,2010,11,149,45250,39000,21500,59000,58500,46500,0.22,0.221,0.29,1940,38500,49750,31000,1080,19330,9000,15785,8805,52015,29120
,2,,1999,2011,12,149,46250,39500,22250,59750,58500,46750,0.232,0.224,0.295,1940,39000,50750,31250,1080,20080,9345,16295,9130,54190,30410
,2,,1999,2012,13,149,47250,40250,22500,61500,60250,47750,0.239,0.229,0.294,1940,39250,50500,31500,1080,20680,9405,16730,9115,57090,32280
,2,,1999,2013,14,149,48500,40750,23000,62750,60250,47500,0.247,0.239,0.307,1940,39500,51250,32000,1080,21435,9675,17220,9295,61650,34565
,2,,1999,2014,15,149,50000,42000,23000,64750,59000,45750,0.259,0.257,0.318,1940,40000,52250,32500,1080,22200,9840,17705,9355,66685,39955
,2,,2000,2000,0,152,27500,24500,14250,37250,37000,28750,0.091,0.238,0.362,1875,28500,34250,21500,1030,12955,7125,11330,6945,40375,27950
,2,,2000,2001,1,152,32750,29000,17500,43500,42750,34500,0.105,0.191,0.298,1875,33250,39750,25000,1030,13095,6935,11435,6820,40955,26340
,2,,2000,2002,2,152,34250,31000,18250,45500,44500,36500,0.122,0.199,0.287,1875,34250,41750,25500,1030,13100,6735,11420,6600,40255,25035
,2,,2000,2003,3,152,35750,32000,18500,48000,47250,38500,0.137,0.2,0.292,1875,35250,42500,26250,1030,13470,6660,11635,6510,42045,25685
,2,,2000,2004,4,152,37500,33250,19250,50000,50000,40500,0.151,0.197,0.289,1875,36250,43500,27000,1030,13610,6365,11655,6215,43180,25755
,2,,2000,2005,5,152,38500,34000,19500,51250,51750,41750,0.152,0.202,0.287,1875,37000,46000,28000,1030,13835,6230,11830,6060,42610,25795
,2,,2000,2006,6,152,40500,35500,21250,53500,54250,44500,0.161,0.193,0.274,1875,37750,47750,29250,1030,14205,6160,12065,6010,43235,26615
,2,,2000,2007,7,152,42000,36750,21750,55500,56000,46000,0.166,0.199,0.278,1875,38500,49500,30250,1030,14580,6295,12310,6095,43280,25440
,2,,2000,2008,8,152,44250,39000,23000,58500,58250,48000,0.177,0.203,0.274,1875,40500,51500,31250,1030,15585,6925,13100,6680,44755,24765
,2,,2000,2009,9,152,44000,38250,22000,58500,57250,46000,0.199,0.213,0.289,1875,39750,50250,30000,1030,16430,7515,13765,7240,45530,25855
,2,,2000,2010,10,152,44250,38500,22000,59000,58000,47000,0.206,0.21,0.285,1875,40000,51750,29750,1030,17645,8215,14695,7825,49135,28805
,2,,2000,2011,11,152,45250,39000,22000,59750,58750,47500,0.219,0.224,0.294,1875,40000,50750,30000,1030,18455,8370,15315,8005,49565,29795
,2,,2000,2012,12,152,46250,39750,22750,61000,60250,48000,0.227,0.225,0.293,1875,40750,51000,30250,1030,19235,8710,15930,8280,51455,28520
,2,,2000,2013,13,152,47250,40250,22500,62500,61250,48500,0.233,0.232,0.298,1875,41000,50250,31000,1030,20045,8905,16550,8455,52165,28075
,2,,2000,2014,14,152,48750,41500,23250,65250,60000,47250,0.248,0.254,0.313,1875,41500,51500,31250,1030,20930,9020,17180,8530,53710,30145
,2,,2001,2001,0,143,29250,26250,15000,39000,38500,30250,0.097,0.212,0.337,2070,31000,36000,22750,1075,13865,7155,12065,7035,42020,27195
,2,,2001,2002,1,143,31750,29000,16750,42500,42250,34000,0.114,0.2,0.307,2070,32750,39250,24000,1075,13690,6815,11905,6680,40495,25670
,2,,2001,2003,2,143,34250,31000,18000,45000,44750,37000,0.131,0.203,0.292,2070,34500,41500,25250,1075,13700,6620,11855,6485,40310,25005
,2,,2001,2004,3,143,35750,32500,19250,47250,47250,39000,0.141,0.196,0.278,2070,35750,43250,26250,1075,13745,6325,11815,6195,40970,24710
,2,,2001,2005,4,143,37500,33750,20250,49250,49750,40500,0.143,0.195,0.274,2070,37000,44500,27500,1075,13890,6145,11890,6035,40555,25095
,2,,2001,2006,5,143,39750,35500,21250,52250,53000,43000,0.15,0.191,0.265,2070,38750,46250,29000,1075,14575,6360,12395,6185,41155,24975
,2,,2001,2007,6,143,41000,36250,21500,53750,55750,45250,0.161,0.189,0.267,2070,39500,47750,29500,1075,14665,6610,12480,6420,39515,22890
,2,,2001,2008,7,143,44000,38250,22750,57250,57750,47500,0.174,0.194,0.264,2070,41000,49750,31750,1075,15500,7035,13110,6865,40215,22795
,2,,2001,2009,8,143,43250,38250,22000,58000,57000,46750,0.191,0.207,0.281,2070,40000,49750,29750,1075,16205,7525,13660,7235,40760,22185
,2,,2001,2010,9,143,44250,38750,22000,59000,58500,47750,0.205,0.204,0.28,2070,40000,49750,30000,1075,16930,7870,14280,7530,40320,21430
,2,,2001,2011,10,143,45250,39500,22750,59750,59250,48000,0.214,0.21,0.282,2070,40250,49500,30750,1075,17625,8300,14900,7905,40090,22065
,2,,2001,2012,11,143,46500,40250,23250,60750,60750,48000,0.223,0.215,0.282,2070,40500,50750,31250,1075,18290,8375,15410,7875,40045,20265
,2,,2001,2013,12,143,47500,40750,23250,61500,61500,48500,0.23,0.222,0.291,2070,41250,51250,31750,1075,18985,8605,15940,8045,40775,20630
,2,,2001,2014,13,143,49000,42000,24000,63250,60500,48000,0.243,0.244,0.306,2070,41500,52750,32250,1075,19690,8775,16465,8105,42455,20475
,2,,2002,2002,0,142,28250,24750,14000,37750,37500,29000,0.107,0.23,0.357,1895,29500,35750,20750,970,13990,7135,12045,7055,38350,27595
,2,,2002,2003,1,142,31250,28000,16500,42000,41000,32500,0.115,0.214,0.315,1895,32250,39500,22750,970,13785,6685,11815,6585,37815,25705
,2,,2002,2004,2,142,33500,30000,17750,44500,44000,35000,0.125,0.213,0.307,1895,33750,41750,24500,970,13840,6465,11815,6350,37490,25790
,2,,2002,2005,3,142,35500,31500,18750,47000,47250,37750,0.131,0.201,0.294,1895,35500,43250,25750,970,13980,6230,11860,6125,37815,25100
,2,,2002,2006,4,142,38000,33750,20250,50000,50500,40250,0.136,0.191,0.271,1895,37500,46250,27250,970,14230,6380,12040,6245,36815,24230
,2,,2002,2007,5,142,39500,35250,21000,51750,53250,43750,0.145,0.19,0.266,1895,38750,48000,28250,970,14555,6645,12250,6475,36310,23370
,2,,2002,2008,6,142,42500,37000,22250,55000,56500,46250,0.159,0.186,0.262,1895,40250,50750,30000,970,15190,6980,12745,6730,36385,23655
,2,,2002,2009,7,142,42000,36750,21500,55500,55750,45000,0.186,0.201,0.276,1895,39250,49250,28500,970,15645,7090,13065,6830,35910,23170
