fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,rep_tot,rep_ug,rep_gr,mn_rep_tot_bal,mn_rep_undergrad_l,mn_rep_grad_l,md_rep_tot_bal,md_rep_undergrad_l,md_rep_grad_l,rep_tot_bal,rep_undergrad_l,rep_grad_l,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,md_par_fam_inc,cpi_adj
1977,,,3,66,64,2,1,0,107,103,5,0,1635,1335,1605,1305,1725,1335,,,2040,2005,2225,3225,3115,2845,5.62,1,25,25,1,1325,1305,1480,1105,1080,1485,35,30,0,,,,,,,,,,,,,,,0.322139
1978,,,3,88,86,2,1,0,149,142,7,0,1680,1335,1650,1330,1870,1485,,,2140,2090,2240,3390,3295,4005,5.75,1,35,34,1,1395,1375,1595,1145,1125,1425,50,45,0,,,,,,,,,,,,,,,0.346492
1979,,,3,128,125,3,2,0,231,220,11,0,1805,1335,1760,1335,2130,1615,,,2225,2225,2600,3560,3535,4450,5.77,1,45,44,2,1470,1445,1850,1200,1195,1570,65,65,5,,,,,,,,,,,,,,,0.381639
1980,,,3,213,208,4,3,0,413,395,17,0,1940,1645,1895,1615,2270,1775,,,2225,2225,2670,3650,3560,4450,5.65,1,59,57,2,1545,1515,1940,1205,1195,1595,90,85,5,,,,,,,,,,,,,,,0.42186
1981,,,3,359,353,6,5,0,795,766,29,0,2220,2135,2175,2135,2565,2135,1790,1495,2665,2570,3145,4440,4320,4820,5.42,1,85,83,3,1695,1650,2120,1315,1310,1630,145,140,5,,,,,,,,,,,,,,,0.452594
1982,,,3,486,478,7,7,1,1173,1131,41,1,2415,2225,2365,2225,2865,2225,1880,1990,2715,2670,3880,4450,4450,5650,5.28,1,137,134,5,1865,1820,2285,1600,1585,1720,255,245,10,,,,,,,,,,,,,,,0.474364
1983,,,3,627,618,8,9,1,1616,1558,56,2,2575,2225,2520,2225,3250,2225,2275,2200,3175,3115,4385,4470,4450,7120,5.21,1,213,209,7,2110,2070,2460,1915,1905,1945,450,430,15,,,,,,,,,,,,,,,0.491878
1984,,,3,777,766,9,11,3,2094,2018,71,6,2695,2225,2635,2225,3575,2225,2210,2195,3365,3340,4450,4755,4645,8900,5.14,1,302,297,9,2275,2240,2520,1990,1980,1970,685,665,25,,,,,,,,,,,,,,,0.509814
1985,,,3,937,922,10,13,4,2617,2513,95,10,2795,2225,2725,2225,3985,2225,2340,2210,3560,3505,4450,5095,5000,8900,5.06,1,398,392,11,2450,2400,2885,2050,2045,2055,975,940,30,,,,,,,,,,,,,,,0.528431
1986,,,3,1082,1066,10,16,6,3089,2959,117,14,2855,2225,2775,2225,4440,2600,2350,2145,3585,3560,5000,5325,5185,10595,5.06,1,516,510,13,2570,2515,3335,2090,2080,2125,1325,1280,45,,,,,,,,,,,,,,,0.536539
1987,,,3,1178,1161,10,18,8,3452,3290,143,19,2930,2225,2835,2225,5085,2770,2435,2085,3685,3630,6645,5535,5380,11805,5.07,1,625,618,16,2665,2600,3770,2100,2100,2435,1665,1605,60,,,,,,,,,,,,,,,0.556903
1988,,,3,1263,1243,9,21,11,3838,3630,178,29,3040,2260,2920,2235,6015,3415,2560,2140,3770,3725,7600,5840,5685,14000,5.09,1,733,726,18,2760,2670,4485,2115,2110,2625,2020,1940,80,57765,0,1,0,62202,0.18,0.11,0.04,57765,57765,,57765,,,0.580705
1989,,,3,1342,1319,9,23,16,4229,3971,216,42,3150,2335,3010,2335,6920,3685,2680,2145,3865,3805,8670,6130,5895,17400,5.09,1,811,805,19,2840,2735,5315,2185,2170,2730,2305,2200,105,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.60299
1990,,,3,1402,1375,8,25,21,4624,4298,269,58,3300,2410,3125,2380,8010,4050,2790,2375,3975,3925,10015,6525,6285,20645,5.1,1,869,863,21,2940,2810,6165,2230,2215,2900,2555,2425,130,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.631967
1991,,,3,1453,1421,9,27,26,5088,4697,314,77,3500,2540,3305,2515,8855,4660,2935,2545,4215,4125,11500,7005,6710,23365,5.15,1,899,892,23,3085,2930,6770,2340,2315,2960,2770,2615,155,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.648323
1992,,,3,1490,1452,9,30,33,5598,5121,375,102,3760,2625,3525,2615,9725,5000,3130,2610,4545,4450,11930,7595,7275,26345,5.22,1,903,897,25,3335,3135,7960,2480,2470,3365,3010,2815,200,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.665147
1993,,,3,1529,1487,10,32,35,6270,5712,445,112,4100,2625,3840,2625,10575,5480,3155,2560,4925,4845,14220,8335,7975,28435,5.29,1,908,900,27,3655,3415,9000,2525,2500,4120,3315,3070,245,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.679709
1994,,,3,1608,1565,11,35,36,7257,6580,550,127,4510,2690,4205,2670,11985,6930,3495,2550,5250,5195,16780,9425,8925,30665,5.35,2,935,926,29,3890,3625,9705,2610,2585,4430,3635,3355,280,20690,0,0.67,0.5,46642,0.56,0.19,0.05,4300,4300,,4300,,,0.694281
1995,,,3,1676,1633,12,38,36,8399,7568,689,141,5010,2850,4635,2825,13815,7745,3875,2625,5735,5620,18605,10750,10065,35445,5.41,2,961,952,31,4215,3895,10975,2675,2660,5000,4050,3710,340,30585,0.39,0.6,0.53,55928.2,0.13,0.09,0.04,22420,13505,45755,22400,11430,28050,0.707602
1996,,,3,1755,1710,13,41,38,9728,8744,821,163,5545,3155,5115,3100,15355,8500,4330,2800,6320,6150,20085,12245,11485,38235,5.47,2,990,980,33,4625,4265,12095,2815,2800,5390,4580,4180,400,31010,0.41,0.61,0.52,55268.9,0.12,0.09,0.04,22580,13945,44320,22565,11180,34035,0.724261
1997,,,3,1844,1797,14,45,39,11313,10106,1017,191,6135,3485,5625,3425,17265,10025,4880,3105,6925,6760,22645,13755,12955,42495,5.54,2,1023,1013,35,5135,4705,13845,3025,2990,6615,5255,4765,490,31550,0.42,0.61,0.51,55541.9,0.12,0.09,0.04,22815,14090,44540,22810,11180,29490,0.732323
1998,,,3,1964,1916,14,51,41,13332,11865,1252,216,6790,3765,6190,3715,19240,11025,5315,3380,7790,7590,25165,15610,14660,49140,5.57,2,1091,1081,38,6115,5575,16925,3540,3495,8170,6675,6025,650,32445,0.44,0.61,0.5,55191.1,0.12,0.09,0.04,23715,14580,45375,23710,14595,32780,0.738253
1999,,,3,2035,1986,14,56,42,15087,13368,1476,244,7415,4005,6730,3950,21150,12500,5750,3675,8480,8240,28075,17260,16115,53710,5.63,2,1133,1123,42,6870,6190,20000,3840,3790,10185,7785,6950,835,33375,0.45,0.61,0.5,54636.8,0.1,0.09,0.04,24315,14965,45950,24300,21005,37485,0.753413
2000,,,3,2086,2034,15,60,45,16805,14791,1731,283,8060,4270,7270,4195,23035,13610,6355,4045,9255,8965,30435,18875,17665,56845,5.69,3,1158,1147,45,7635,6825,22705,4130,4065,11865,8840,7830,1010,34455,0.46,0.61,0.5,54372.5,0.1,0.09,0.04,25280,15420,46720,25280,22700,37830,0.77168
2001,,,3,2153,2099,15,67,48,18717,16366,2019,332,8690,4525,7795,4445,24390,14065,6900,4370,9995,9670,31925,20525,18995,60380,5.73,3,1186,1175,48,8400,7475,24760,4410,4340,12860,9965,8780,1185,35370,0.47,0.6,0.5,54203.9,0.1,0.09,0.04,26020,15825,47545,26015,23830,37140,0.779909
2002,,,3,2278,2221,16,76,52,20929,18207,2326,397,9190,4705,8200,4605,25405,15025,7680,4695,10520,10190,32305,21870,20210,61215,5.74,3,1218,1207,52,9100,8045,26315,4660,4580,13925,11090,9710,1380,36415,0.47,0.6,0.5,54374.2,0.1,0.09,0.04,26835,16260,48580,26835,26730,35170,0.796383
2003,,,3,2456,2394,16,87,58,23770,20529,2741,501,9675,4910,8575,4810,26605,16435,8585,4955,11065,10655,33300,23120,21240,63925,5.69,3,1269,1258,58,9720,8520,27940,4835,4745,15150,12335,10725,1610,37125,0.48,0.6,0.5,54518.9,0.1,0.09,0.04,27400,16550,48990,27390,27100,37820,0.811654
2004,,,3,2662,2594,16,99,67,27098,23250,3213,635,10180,5155,8965,5050,28055,17920,9490,5245,11705,11250,34975,24500,22255,66465,5.61,3,1351,1341,64,10300,8980,29245,4975,4890,16720,13920,12040,1880,37525,0.48,0.61,0.5,54540.1,0.1,0.09,0.04,27720,16780,49325,27700,26720,36735,0.834702
2005,,,3,2878,2802,16,111,78,30858,26436,3722,700,10725,5370,9435,5280,29380,18745,8965,5140,12500,12030,37315,25875,23530,67950,5.52,3,1461,1450,73,10965,9510,30600,5215,5130,17875,16020,13795,2230,38015,0.48,0.61,0.5,54581,0.1,0.09,0.04,28150,16840,49665,28135,26770,36190,0.858669
2006,,,3,3079,2998,15,126,87,35281,30096,4322,864,11460,5785,10040,5670,30790,20095,9975,5645,13495,12965,39400,27690,25055,69805,5.42,3,1588,1578,83,11650,10050,32040,5560,5460,19470,18500,15855,2645,38345,0.49,0.61,0.5,54714.2,0.11,0.09,0.04,28350,16770,49605,28335,27040,34765,0.876992
2007,,,3,3286,3199,15,141,95,40319,34241,5032,1046,12270,6260,10705,6125,32240,21430,11060,6190,14585,13965,41805,29650,26675,73725,5.33,3,1711,1701,91,12345,10630,33330,5940,5835,20675,21125,18085,3040,38615,0.5,0.61,0.5,54775.3,0.11,0.09,0.04,28490,16810,49445,28475,28990,33830,0.906824
2008,,,3,3526,3434,16,158,101,46424,39271,5948,1205,13165,6815,11435,6675,34005,23195,11925,6560,15825,15120,43940,31645,28425,77120,5.23,3,1844,1833,101,12990,11175,34550,6315,6190,22015,23960,20485,3480,38895,0.5,0.61,0.5,54897,0.11,0.09,0.04,28540,16635,49405,28515,29940,34530,0.910217
2009,,,3,3899,3800,18,178,110,54613,46137,7086,1387,14010,7360,12140,7205,36170,25165,12640,6985,16945,16180,46575,33560,30005,81590,5.04,3,2047,2035,114,13545,11625,35710,6650,6510,23510,27720,23655,4065,39270,0.51,0.61,0.5,55085.5,0.11,0.09,0.04,28525,16535,49555,28510,30035,34475,0.929017
2010,,,3,4314,4206,20,200,125,64482,54449,8379,1643,14945,8040,12945,7880,38110,26235,13195,7380,18175,17340,49150,35720,31845,85595,4.85,3,2254,2241,129,14330,12245,37745,7100,6945,25215,32305,27445,4860,38995,0.5,0.6,0.5,55160.8,0.12,0.09,0.04,28015,16170,49200,27990,30370,33360,0.941916
2011,,,3,4786,4668,21,224,142,76643,64725,9895,2008,16015,8710,13865,8535,40360,27820,14145,7960,19680,18715,51585,38235,33970,91875,4.6,3,2597,2583,148,15285,13085,40025,7745,7570,26700,39705,33795,5910,38515,0.5,0.6,0.5,55230.4,0.12,0.09,0.04,27230,15700,48415,27210,30395,31480,0.965479
2012,,,3,5229,5108,23,246,147,88987,75087,11551,2330,17020,9250,14700,9025,43015,29715,15820,8875,21035,20010,55185,40730,36155,97365,4.34,2,3044,3028,168,16155,13870,42655,8250,8070,28695,49165,41995,7170,37980,0.5,0.6,0.5,55274.1,0.12,0.09,0.04,26560,15155,47510,26540,30625,31215,0.980216
2013,,,3,5570,5446,23,268,152,100738,84892,13205,2622,18085,9790,15585,9565,45385,31440,17210,9255,22545,21360,58330,43630,38570,102310,4.13,2,3522,3505,190,17145,14775,45185,8755,8570,30710,60375,51785,8590,37705,0.5,0.59,0.49,55316.5,0.12,0.09,0.04,26170,14745,46800,26145,30595,30910,0.992323
2014,,,3,5832,5706,24,292,158,112168,94179,15028,2943,19235,10260,16505,9990,47645,32730,18600,9700,24145,22825,60990,46700,41320,106070,3.96,2,4075,4057,218,18275,15795,47655,9385,9185,32815,74460,64080,10380,37640,0.51,0.59,0.49,55373.5,0.13,0.1,0.04,25965,14470,46460,25935,30540,30380,1
1970,,,4,93,88,5,1,0,112,104,8,0,1210,890,1185,890,1465,1335,,,1335,1335,1335,2135,2005,2670,5.51,1,1,1,0,865,845,1115,875,865,1170,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,,4,160,151,9,3,0,248,230,18,0,1550,1335,1520,1335,1635,1335,,,1875,1780,2225,2670,2670,2670,5.54,1,7,6,1,1055,1040,1030,865,865,1015,5,5,0,,,,,,,,,,,,,,,0.217343
1972,,,4,214,202,12,5,0,376,347,29,0,1755,1335,1720,1335,1740,1335,,,2390,2225,2225,3205,3115,3000,5.69,1,25,23,2,1195,1155,1360,880,875,1180,30,25,5,,,,,,,,,,,,,,,0.224633
1973,,,4,261,246,15,7,0,490,449,41,0,1875,1335,1825,1335,1840,1335,,,2625,2540,2490,3560,3560,3560,5.82,1,52,48,5,1390,1355,1515,1190,1165,1260,70,65,5,,,,,,,,,,,,,,,0.24199
1974,,,4,310,291,19,11,0,621,562,59,0,2005,1555,1935,1465,1950,1335,,,2670,2670,2450,3925,3740,3795,5.97,1,83,77,8,1570,1530,1610,1250,1215,1225,130,120,10,,,,,,,,,,,,,,,0.269745
1975,,,4,360,335,25,15,0,760,679,81,0,2110,1690,2025,1585,2060,1600,,,2670,2670,2670,4005,4005,4005,6.09,1,115,107,12,1750,1680,1825,1385,1310,1280,200,180,20,,,,,,,,,,,,,,,0.287627
1976,,,4,409,379,31,20,0,913,804,109,0,2230,1780,2125,1745,2135,1780,,,2850,2670,2670,4435,4075,4095,6.21,2,141,130,16,1865,1785,1910,1500,1435,1410,265,235,30,,,,,,,,,,,,,,,0.302189
1977,,,4,494,454,39,28,0,1169,1008,161,0,2370,1780,2220,1780,2395,1780,,,3115,2850,3045,4660,4420,4500,6.28,2,175,161,21,1940,1850,1980,1550,1485,1500,340,300,40,,,,,,,,,,,,,,,0.322139
1978,,,4,611,557,53,39,0,1549,1298,251,0,2535,1970,2330,1780,2730,2065,,,3340,3070,3560,4985,4450,5670,6.31,2,215,196,30,2055,1930,2110,1590,1530,1655,440,380,60,,,,,,,,,,,,,,,0.346492
1979,,,4,850,771,79,53,0,2288,1877,412,0,2690,2225,2435,2110,3115,2225,,,3560,3115,4450,5340,4515,6675,6.17,2,264,239,41,2185,2025,2265,1660,1580,1725,575,485,90,,,,,,,,,,,,,,,0.381639
1980,,,4,1300,1175,125,81,0,3727,3000,727,0,2865,2225,2555,2225,3520,2670,,,3825,3380,4450,5340,4450,7385,5.9,2,329,295,56,2320,2105,2525,1730,1645,1850,760,620,140,,,,,,,,,,,,,,,0.42186
1981,,,4,1928,1731,195,121,2,6257,4907,1346,4,3245,2225,2835,2225,4250,3825,2570,2640,4450,4005,5000,6230,5005,8900,5.71,2,441,393,80,2475,2210,2785,1955,1790,2025,1090,870,220,,,,,,,,,,,,,,,0.452594
1982,,,4,2279,2043,230,153,6,8038,6187,1835,16,3525,2545,3030,2225,4790,4265,2715,2475,4450,4360,6455,6675,5635,9385,5.68,2,632,558,122,2735,2380,3260,2120,2005,2415,1725,1330,400,,,,,,,,,,,,,,,0.474364
1983,,,4,2619,2333,269,181,17,9843,7452,2343,48,3760,2730,3195,2330,5205,4305,2835,2540,4450,4450,7210,7120,6235,11235,5.66,2,887,779,178,3060,2625,3770,2220,2110,3005,2715,2045,670,,,,,,,,,,,,,,,0.491878
1984,,,4,3008,2669,310,214,30,11816,8797,2930,89,3930,2895,3295,2475,5590,4450,2970,2515,4850,4450,7925,7790,6525,12635,5.61,2,1161,1017,235,3360,2850,4255,2540,2200,3485,3900,2900,1000,,,,,,,,,,,,,,,0.509814
1985,,,4,3406,3013,348,248,46,13847,10166,3537,144,4065,3030,3375,2500,5935,4450,3150,2510,5000,4450,8455,8085,6675,13350,5.58,2,1453,1273,294,3595,3020,4670,2775,2405,3565,5220,3850,1370,,,,,,,,,,,,,,,0.528431
1986,,,4,3729,3291,379,276,60,15426,11207,4029,190,4135,3060,3405,2550,6145,4450,3180,2485,5160,4450,8670,8255,6675,13350,5.57,2,1762,1543,359,3750,3120,4995,2835,2500,3650,6610,4810,1795,,,,,,,,,,,,,,,0.536539
1987,,,4,3978,3498,403,301,78,16913,12048,4610,255,4250,3095,3445,2625,6545,4450,3245,2485,5340,4470,8900,8425,6700,14785,5.57,2,2037,1781,421,3880,3175,5345,2845,2500,3800,7905,5655,2250,57760,0,1,0,55250,0.01,0.05,0.02,57760,57760,,57760,,,0.556903
1988,,,4,4228,3685,430,326,115,18633,12933,5311,389,4405,3115,3510,2660,7030,4695,3390,2625,5510,4670,9485,8825,7030,15970,5.57,2,2276,1992,475,4005,3225,5670,2860,2500,3855,9110,6420,2695,51070,0,1,0,54557,0.18,0.08,0.04,51070,51070,,51070,,,0.580705
1989,,,4,4482,3870,454,349,161,20440,13844,6015,581,4560,3130,3575,2670,7490,5000,3600,3110,5640,4745,10015,9330,7285,17430,5.58,2,2475,2169,518,4120,3260,6030,2845,2510,3865,10195,7075,3120,45955,0,0.67,0.33,54557,0.18,0.08,0.04,44375,44375,,44375,,,0.60299
1990,,,4,4727,4040,479,369,213,22635,14993,6837,805,4790,3160,3710,2710,8060,5265,3785,3160,5865,4960,10780,9965,7660,19165,5.58,2,2613,2287,556,4265,3310,6420,2840,2515,3935,11145,7575,3570,45955,0,0.67,0.33,54557,0.18,0.08,0.04,44375,44375,,44375,,,0.631967
1991,,,4,4950,4188,499,387,270,25298,16464,7759,1075,5110,3290,3930,2805,8755,5575,3985,3210,6265,5250,11590,10810,8200,21420,5.58,3,2678,2340,579,4505,3435,6955,2885,2575,4235,12070,8040,4030,36745,0,0.75,0.5,71190,0.12,0.06,0.03,40050,40050,,40050,,,0.648323
1992,,,4,5132,4299,514,401,328,28374,18232,8769,1373,5530,3510,4240,3000,9585,6265,4185,3275,6795,5570,12835,11765,9075,22960,5.62,3,2662,2322,588,4885,3655,7680,3035,2660,4680,13005,8490,4520,36745,0,0.75,0.5,71190,0.12,0.06,0.03,40050,40050,,40050,,,0.665147
1993,,,4,5384,4504,527,413,364,32892,21223,10047,1622,6110,3890,4710,3430,10685,7115,4455,3250,7520,6250,14930,13115,10125,25790,5.65,3,2650,2307,596,5405,3985,8585,3335,2810,5005,14315,9195,5120,36745,0,0.75,0.5,71190,0.12,0.06,0.03,40050,40050,,40050,,,0.679709
1994,,,4,5758,4820,553,434,397,39991,25967,12048,1977,6945,4480,5385,3880,12195,7895,4985,3470,8720,7295,16780,15000,11595,29670,5.65,3,2703,2351,611,5925,4335,9530,3600,3010,5650,16015,10190,5825,46020,0,0.6,0.6,71190,0.12,0.06,0.03,44375,44375,,44375,,,0.694281
1995,,,4,6102,5102,580,463,433,48362,31392,14536,2434,7925,5170,6155,4500,13930,8860,5620,3835,10045,8500,18625,17130,13460,33480,5.63,3,2775,2411,626,6655,4835,10875,4000,3370,6505,18470,11660,6810,47875,0.66,0.55,0.37,59512.7,0.14,0.09,0.04,37640,14870,56005,40080,16040,41915,0.707602
1996,,,4,6522,5458,605,500,475,58304,37825,17439,3040,8940,5580,6930,5135,15780,10275,6400,4165,11420,9625,20845,19430,15255,37855,5.64,3,2888,2512,652,7615,5540,12405,4675,3880,7500,22000,13915,8080,49260,0.68,0.56,0.37,55863.7,0.12,0.1,0.04,39000,15305,56585,41350,18640,56425,0.724261
1997,,,4,6925,5803,627,543,512,69019,44723,20580,3716,9965,6145,7705,5500,17585,11595,7250,4645,12740,10790,23630,21720,16970,40990,5.65,3,3044,2654,688,8730,6335,14185,5250,4440,8585,26570,16810,9760,49985,0.69,0.56,0.36,54783,0.12,0.1,0.04,39865,15665,56980,42080,19935,52430,0.732323
1998,,,4,7419,6246,648,614,546,80059,51609,24027,4424,10790,6585,8265,5735,19040,11850,8110,5095,13860,11625,25705,23880,18415,46945,5.67,3,3324,2909,752,10450,7520,17080,6115,5075,10100,34730,21885,12845,51190,0.7,0.56,0.36,56709.1,0.13,0.1,0.04,40975,16190,57640,43165,21645,51045,0.738253
1999,,,4,7810,6594,661,677,577,91933,58906,27878,5149,11770,7165,8935,6195,20840,12990,8925,5590,15025,12660,28055,26175,19860,51055,5.68,3,3549,3116,809,11800,8435,19270,7005,5685,11525,41875,26280,15600,52390,0.71,0.56,0.36,59746.6,0.11,0.09,0.03,42150,16455,58420,44365,23310,50290,0.753413
2000,,,4,8119,6859,669,735,615,103434,65731,31763,5940,12740,7765,9585,6720,22620,14105,9655,6065,16140,13650,29940,28360,21190,54945,5.7,4,3717,3271,856,13140,9365,21270,7920,6460,12815,48855,30635,18215,53725,0.72,0.56,0.36,60184.6,0.11,0.09,0.03,43460,16770,59355,45720,25385,50000,0.77168
2001,,,4,8453,7154,678,799,647,115344,72802,35841,6702,13645,8270,10175,7205,24265,15140,10355,6520,17085,14400,32135,30580,22375,58500,5.71,4,3896,3438,906,14470,10225,23425,8720,7185,14095,56375,35150,21220,54975,0.72,0.57,0.37,60247.1,0.12,0.09,0.03,44605,17050,60200,46870,27380,47135,0.779909
2002,,,4,8880,7526,692,889,694,128270,80289,40302,7679,14445,8695,10670,7610,25495,15720,11065,6910,17870,15010,33470,32575,23355,60475,5.7,4,4083,3622,959,15630,10940,25210,9395,7725,15000,63820,39640,24180,56160,0.73,0.57,0.37,60412.8,0.12,0.09,0.03,45645,17395,60915,47910,29700,48000,0.796383
2003,,,4,9405,7972,709,1005,763,143512,88695,45617,9200,15260,9080,11125,7980,26615,16595,12065,7140,18760,15565,34670,34640,24305,62675,5.68,4,4314,3855,1024,16740,11560,27015,9995,8190,16055,72225,44560,27665,56950,0.73,0.57,0.36,60451.8,0.12,0.09,0.03,46170,17575,61255,48400,31710,48335,0.811654
2004,,,4,9961,8440,729,1125,840,161062,97942,51962,11157,16170,9620,11605,8350,28035,17910,13290,7720,19880,16240,36595,37030,25340,65170,5.64,4,4581,4116,1106,17870,12170,28740,10720,8760,17275,81875,50100,31770,57735,0.74,0.57,0.36,60597.3,0.12,0.09,0.03,46805,17700,61615,48935,33540,47980,0.834702
2005,,,4,10514,8893,742,1259,934,179627,108187,59287,12152,17085,10175,12165,8875,29635,18790,13010,7590,20985,16960,38195,39375,26540,68425,5.6,4,4940,4456,1225,19155,12835,30550,11585,9455,18625,94630,57200,37430,58475,0.74,0.57,0.36,60713.1,0.12,0.09,0.03,47310,17700,61935,49465,35165,47505,0.858669
2006,,,4,11004,9342,750,1400,979,200708,119457,67219,14033,18240,10935,12785,9350,31260,20185,14335,8420,22340,17675,40550,42370,27945,71595,5.57,4,5316,4818,1354,20445,13540,32090,12555,10160,20105,108675,65240,43435,59200,0.75,0.57,0.36,60871.9,0.12,0.09,0.03,47915,17765,62220,50065,36855,46450,0.876992
2007,,,4,11485,9759,779,1539,1022,223888,130905,77017,15966,19495,11650,13415,9930,33220,21525,15620,9170,23655,18400,43370,45365,29320,76575,5.52,4,5601,5097,1448,21485,14175,33210,13245,10685,21140,120340,72245,48095,59900,0.76,0.57,0.36,61010.2,0.12,0.09,0.03,48460,17720,62585,50585,38315,46320,0.906824
2008,,,4,12041,10238,822,1682,1064,249802,143797,88253,17751,20745,12365,14045,10555,35255,22980,16685,9780,24955,19050,46095,48165,30475,81840,5.47,4,5938,5411,1562,22480,14695,34540,13775,11070,22345,133475,79520,53955,60770,0.76,0.57,0.36,61211.4,0.12,0.09,0.03,49050,17740,62970,51185,39575,45800,0.910217
2009,,,4,12826,10887,886,1842,1146,281696,160513,101434,19722,21965,13150,14745,11175,37175,24005,17210,9955,26145,19805,48235,50700,31815,87435,5.4,4,6426,5855,1723,23405,15075,36060,14175,11275,23395,150395,88270,62130,61835,0.77,0.57,0.35,61481.7,0.12,0.09,0.03,49645,17790,63480,51755,40670,44375,0.929017
2010,,,4,13634,11555,949,2008,1238,317322,179087,116005,22168,23275,13990,15500,11745,39230,25195,17900,10290,27625,20980,50280,53490,33355,92875,5.31,4,6921,6309,1883,24545,15610,37915,14630,11580,24305,169885,98475,71410,62290,0.77,0.57,0.35,61666.1,0.12,0.09,0.03,49765,17745,63500,51830,41760,42150,0.941916
2011,,,4,14444,12226,1007,2168,1335,357883,200087,132416,25286,24775,14795,16365,12340,41715,26575,18935,10810,29510,22400,53090,56720,35350,99820,5.19,3,7552,6890,2070,26000,16420,40180,15300,12045,25545,196330,113145,83185,62470,0.77,0.57,0.35,61801,0.12,0.09,0.03,49500,17585,63115,51505,42570,38270,0.965479
2012,,,4,15080,12803,1037,2303,1373,397517,220455,148727,28228,26360,15545,17220,12865,44535,28165,20555,11735,31530,23775,56465,60230,37390,107350,5.06,3,8312,7598,2279,27455,17255,42615,15990,12500,26890,228195,131095,97100,62500,0.78,0.57,0.35,61885.7,0.12,0.09,0.03,49230,17430,62645,51110,43345,36710,0.980216
2013,,,4,15572,13269,1056,2418,1387,434219,239339,163913,30857,27885,16145,18035,13405,47190,29565,22255,12440,33185,25040,59645,63565,39435,114230,4.91,3,9099,8336,2484,29005,18190,45210,16765,13050,28280,263930,151635,112295,62625,0.78,0.57,0.35,61950,0.12,0.09,0.03,49090,17340,62220,50855,43990,35935,0.992323
2014,,,4,16046,13708,1072,2530,1413,470813,257622,179391,33697,29340,16710,18795,13830,49800,30890,23845,13075,34815,26255,62645,66895,41500,121025,4.73,3,9954,9150,2685,30605,19210,48005,17575,13685,29705,304655,175780,128870,62785,0.78,0.57,0.35,62003.9,0.12,0.09,0.03,48980,17230,61870,50640,44475,35325,1
1970,,,5,2,2,0,0,0,3,2,0,0,1135,890,1115,890,1495,1425,,,1335,1195,1600,2135,2135,2225,6.42,1,0,0,0,1310,1310,,1310,1310,,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,,5,5,4,0,0,0,6,6,0,0,1285,1010,1285,925,1380,1335,,,1600,1600,1515,2225,2225,2225,5.39,0,0,0,0,1065,1065,,885,885,,0,0,0,,,,,,,,,,,,,,,0.217343
1972,,,5,7,7,0,0,0,10,10,0,0,1445,1320,1425,1295,1975,1360,,,1780,1780,2160,2670,2670,4230,5.38,1,1,1,0,1065,1025,1605,880,865,1380,0,0,0,,,,,,,,,,,,,,,0.224633
1973,,,5,9,9,0,0,0,14,13,1,0,1530,1335,1495,1335,2175,1335,,,2005,2005,2670,2670,2670,5785,5.8,1,2,2,0,1150,1140,1350,995,920,1230,0,0,0,,,,,,,,,,,,,,,0.24199
1974,,,5,12,11,1,0,0,19,18,2,0,1675,1335,1625,1335,2280,1780,,,2225,2040,2895,3090,2805,5545,5.92,1,4,3,0,1375,1340,1980,1205,1200,1375,5,5,0,,,,,,,,,,,,,,,0.269745
1975,,,5,14,14,1,0,0,25,23,2,0,1790,1335,1735,1335,2300,1750,,,2225,2215,2910,3425,3115,5115,6.08,1,5,5,0,1410,1375,1940,1195,1195,1380,5,5,0,,,,,,,,,,,,,,,0.287627
1976,,,5,17,16,1,0,0,33,30,3,0,1925,1380,1855,1335,2515,1955,,,2370,2265,3560,3560,3560,5340,6.37,1,6,6,0,1485,1435,2300,1250,1245,1430,10,10,0,,,,,,,,,,,,,,,0.302189
1977,,,5,23,22,1,0,0,46,42,4,0,2025,1515,1935,1500,2765,1900,,,2400,2225,3960,3740,3560,5340,6.68,1,8,8,0,1515,1480,1830,1250,1240,1210,10,10,0,,,,,,,,,,,,,,,0.322139
